SAMPLEID,Ag109,Ag110m,Am0,Am241,Am242,Am242m,Am243,C14,Ce140,Ce142,Ce144,Cm0,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cs0,Cs133,Cs134,Cs135,Cs137,Eu0,Eu151,Eu152,Eu153,Eu154,Eu155,Gd0,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,H3,I129,La139,Mo100,Mo95,Mo97,Mo98,Nb95,Nd0,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Np237,Pd105,Pd108,Pm147,Pr144,Pu0,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu244,Rh103,Ru101,Ru103,Ru106,Sb125,Se79,Sm0,Sm147,Sm148,Sm149,Sm150,Sm151,Sm152,Sm154,Sn126,Sr90,Tc99,U0,U232,U233,U234,U235,U236,U238,Zr95,RTYPE,EU235,EPU,EPUFISS,EBUP
HIN-2|U37-3|1-3-5|41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.371e-4,0.04049,0.02994,0.02742,0.02161,0.01238,0.005284,0,0,0,0,0,0,0,0,0.4983,0.02074,0.001101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1964,18.93,0.5941,978.6,0,AGR,2.012,0,0,1.1
HIN-2|U37-3|1-3-5|64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.522e-5,0.05063,0.03877,0.03484,0.02732,0.01567,0.006463,0,0,0,0,0,0,0,0,0.6251,0.03175,0.001793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1963,18.53,0.4949,978.7,0,AGR,2.012,0,0,1.391
HIN-2|U37-3|21-25-31-35|41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.085e-4,0.0518,0.03942,0.03547,0.02784,0.01587,0.006608,0,0,0,0,0,0,0,0,0.6664,0.03317,0.00191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1963,18.53,0.5938,978.5,0,AGR,2.012,0,0,1.415
HIN-2|U37-3|21-25-31-35|64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192e-4,0.05905,0.04542,0.04053,0.03176,0.01816,0.007491,0,0,0,0,0,0,0,0,0.6866,0.03934,0.00235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1962,18.23,0.5937,978.6,0,AGR,2.012,0,0,1.618
HIN-2|U37-3|8-11-15|41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.901e-4,0.04557,0.03424,0.03117,0.02456,0.01397,0.005904,0,0,0,0,0,0,0,0,0.5425,0.02412,0.001317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1963,18.73,0.495,978.7,0,AGR,2.012,0,0,1.243
HIN-2|U37-3|8-11-15|64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67e-4,0.05528,0.04227,0.03784,0.02967,0.01696,0.007018,0,0,0,0,0,0,0,0,0.6499,0.03453,0.002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1962,18.43,0.4948,978.6,0,AGR,2.012,0,0,1.507
HIN-2|V35-4|19|12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007675,0.4742,0.6607,0.396,0.3525,0.1955,0.08828,0,0,0,0,0,0,0,0.03968,2.55,1.404,0.367,0.1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2884,9.365,3.587,964.4,0,AGR,2.5,0,0,17.544
HIN-2|V35-4|19|32-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775,0.471,0.6449,0.3893,0.3457,0.1917,0.08652,0,0,0,0,0,0,0,0.03636,2.609,1.386,0.3664,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1923,9.561,3.007,965.2,0,AGR,2.5,0,0,17.2
HIN-2|V35-4|29|32-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02819,2.486,1.274,0.2947,0.0898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1926,10.06,2.817,966.4,0,AGR,2.5,0,0,16.086
HIN-2|V35-5|19|12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007281,0.452,0.6241,0.3763,0.3342,0.1859,0.08397,0,0,0,0,0,0,0,0.03736,2.538,1.372,0.356,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2887,9.471,3.3,965.5,0,AGR,2.5,0,0,16.688
HIN-2|V35-5|19|32-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007164,0.4648,0.6267,0.3815,0.3367,0.1869,0.08433,0,0,0,0,0,0,0,0.03296,2.588,1.339,0.352,0.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2887,9.953,3.494,964.8,0,AGR,2.5,0,0,16.774
HIN-2|V35-6|19|12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006595,0.4556,0.609,0.3732,0.3285,0.1831,0.08254,0,0,0,0,0,0,0,0.02962,2.52,1.277,0.3312,0.1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2888,10.15,3.495,965.1,0,AGR,2.5,0,0,16.43
HIN-2|V35-6|19|32-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005869,0.4383,0.5704,0.3544,0.3107,0.1734,0.07819,0,0,0,0,0,0,0,0.02409,2.581,1.232,0.3235,0.09196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927,10.64,2.818,966.2,0,AGR,2.5,0,0,15.57
HIN-2|V35-6|29|32-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02029,2.46,1.121,0.2564,0.06783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,11.24,2.725,967.1,0,AGR,2.5,0,0,14.537
HUA-1|1|A|A,0,0,0,0.00885,0,0,0,0,0,0,0.01237,0,1.519e-4,0,1.911e-5,0,0,0,0,0,0.001178,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237e-4,0,7.14e-4,0.1026,0.1066,0.07673,0.06396,0.03711,0.0174,0,0,0,0,4.779e-7,0,0,0.0028905,1.619,0.4197,0.07117,0.009228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05933,4.518,0.4388,1001,2.581e-4,MAGNOX,0.71097,0,0,3.271
HUA-1|2|B|B,0,0,0,0.02132,0,0,0.004042,0,0,0,0.01749,0,7.396e-4,0,3.749e-4,0,0,0,0,0,0.003677,0,0.1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639e-4,0,0.002193,0.1778,0.2284,0.1465,0.1293,0.07508,0.03698,0,0,0,0,7.331e-7,0,0,0.01227,2.05,1.051,0.2102,0.06191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04968,2.854,0.7014,1007,3.927e-4,MAGNOX,0.71097,0,0,6.576
HUA-1|3|C|C,0,0,0,0.03174,0,0,0,0,0,0,0.01612,0,3.437e-4,0,4.549e-4,0,0,0,0,0,0.006671,0,0.2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188e-4,0,0.003033,0.184,0.2446,0.1547,0.1365,0.07885,0.03841,0,0,0,0,6.866e-7,0,0,0.01178,2.053,1.049,0.2085,0.06398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,0.8019,1007,2.441e-4,MAGNOX,0.71097,0,0,6.902
HUB-2|1084-4|1-3-5|11,0,0,0,0.0379,0,0,0,0,0,0,0,0,0.001168,0,9.131e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00589,0.3778,0.4895,0.3051,0.2703,0.1509,0.06965,0,0,0,0,0,0,7.23e-8,0.02601,2.625,1.265,0.2932,0.08108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3855e-7,0,0.1448,8.475,2.22,971,0,AGR,2.012,0,0,13.487
HUB-2|1084-4|1-3-5|12,0,0,0,0.03908,0,0,0,0,0,0,0,0,0.0011,0,7.266e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002471,0.3808,0.5003,0.306,0.2707,0.1511,0.06944,0,0,0,0,0,0,0,0.02347,2.594,1.241,0.2827,0.07629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1448,8.388,2.181,971.2,0,AGR,2.012,0,0,13.503
HUB-2|1084-4|19-25-31|11,0,0,0,0.0411,0,0,0,0,0,0,0,0,0.001967,0,0.002114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008444,0.4248,0.6159,0.3613,0.3277,0.1813,0.08442,0,0,0,0,0,0,7.0915e-8,0.04026,2.687,1.52,0.4237,0.1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.394e-7,0,0.1732,6.668,2.775,968.9,0,AGR,2.012,0,0,16.273
HUB-2|1084-4|19-25-31|12,0,0,0,0.05297,0,0,0,0,0,0,0,0,0.001831,0,0.001625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004359,0.4288,0.6313,0.3631,0.3284,0.1817,0.08371,0,0,0,0,0,0,0,0.03655,2.394,1.343,0.3676,0.1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1733,6.69,2.767,969.4,0,AGR,2.012,0,0,16.299
HUB-2|1084-4|7-11-15|11,0,0,0,0.03374,0,0,0,0,0,0,0,0,0.001383,0,0.001128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006896,0.387,0.5231,0.3206,0.2872,0.1603,0.0743,0,0,0,0,0,0,7.361e-8,0.02882,2.604,1.344,0.3224,0.09591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.367000000000001e-7,0,0.1447,7.817,2.306,970.7,0,AGR,2.012,0,0,14.339
HUB-2|1084-4|7-11-15|12,0,0,0,0.03888,0,0,0,0,0,0,0,0,0.00106,0,7.659e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003285,0.3733,0.5013,0.3049,0.2705,0.152,0.07026,0,0,0,0,0,0,0,0.0246,2.543,1.237,0.3019,0.08945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1448,7.611,2.162,972,0,AGR,2.012,0,0,13.599
JPD-1|A-20|A1|KA-0376+415,0,0,0,0.018248,0,7.4712e-5,0,0,0,0,0.0027231,0,8.9655e-7,0,7.8502e-6,0,0,0,0,0,0.0015089,0,0.23006,0,0,0,0,7.1683e-4,7.5565e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23681,0.25543,0.1687,0.13869,0.07859,0.033732,0.040599,0,0,0,0,0,0,0.0035647,2.3601,0.35188,0.076422,0.0067395,0,0,0,0,0.0012831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353,18.876,1.3901,969.36,0,BWR,2.6,0,0,7.096
JPD-1|A-20|A1|KC-1293-415,0,0,0,0.014783,0,4.0914e-5,0,0,0,0,0.0024272,0,6.7932e-7,0,3.9695e-6,0,0,0,0,0,0.0011591,0,0.21666,0,0,0,0,5.8569e-4,6.9557e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22879,0.24692,0.16426,0.13258,0.075065,0.031798,0.033313,0,0,0,0,0,0,0.002646,2.029,0.3048,0.054311,0.0048719,0,0,0,0,0.0010321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13735,18.792,1.344,970.24,0,BWR,2.6,0,0,6.783
JPD-1|A-20|A3|KA-0374+415,0,0,0,0.016953,0,5.0067e-5,0,0,0,0,0.0025467,0,7.7026e-7,0,6.213e-6,0,0,0,0,0,0.0012926,0,0.20533,0,0,0,0,6.3037e-4,6.8918e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21567,0.22723,0.15278,0.12451,0.070708,0.03064,0.03922,0,0,0,0,0,0,0.0032096,2.3344,0.30434,0.063362,0.0049912,0,0,0,0,0.0011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14126,19.548,1.2812,969.62,0,BWR,2.6,0,0,6.384
JPD-1|A-20|A3|KC-1290-415,0,0,0,0.013112,0,4.6971e-5,0,0,0,0,0.0022968,0,5.6365e-7,0,2.9873e-6,0,0,0,0,0,0.0010315,0,0.19945,0,0,0,0,5.1608e-4,6.3307e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21156,0.22409,0.14992,0.1214,0.068898,0.029283,0.031621,0,0,0,0,0,0,0.0024007,2.0155,0.27217,0.048383,0.0038867,0,0,0,0,9.5154e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14329,18.922,1.2111,970.87,0,BWR,2.6,0,0,6.223
JPD-1|A-20|A6|KA-0400+415,0,0,0,0.021139,0,1.0033e-4,0,0,0,0,0.0028817,0,1.0945e-6,0,9.9487e-6,0,0,0,0,0,0.0016025,0,0.23034,0,0,0,0,7.5844e-4,7.7691e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23475,0.25227,0.16736,0.13685,0.077941,0.033187,0.042637,0,0,0,0,0,0,0.0038758,2.4324,0.35928,0.082563,0.0071812,0,0,0,0,0.0013642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13432,18.749,1.3753,969.47,0,BWR,2.6,0,0,7.04
JPD-1|A-20|A6|KC-1334-293,0,0,0,0.016093,0,6.957e-5,0,0,0,0,0.0024429,0,7.5735e-7,0,5.2387e-6,0,0,0,0,0,0.0012306,0,0.21291,0,0,0,0,5.9366e-4,7.1754e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22384,0.23884,0.15876,0.12892,0.07303,0.031254,0.036316,0,0,0,0,0,0,0.0029688,2.173,0.30859,0.060124,0.005186,0,0,0,0,0.0010697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13638,19.087,1.3136,970,0,BWR,2.6,0,0,6.593
JPD-1|A-20|B5|KA-1063+415,0,0,0,0.014608,0,5.5273e-5,0,0,0,0,0.0023359,0,6.3776e-7,0,4.0725e-6,0,0,0,0,0,0.0011201,0,0.18399,0,0,0,0,5.2708e-4,6.1279e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19406,0.20147,0.13595,0.11074,0.063056,0.027324,0.038225,0,0,0,0,0,0,0.0028801,2.2497,0.2689,0.058588,0.0039221,0,0,0,0,0.0010163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14041,20.172,1.1899,969.93,0,BWR,2.6,0,0,5.7
JPD-1|A-20|B5|KC-1301-415,0,0,0,0.010592,0,1.9992e-5,0,0,0,0,0.001903,0,4.0784e-7,0,1.8545e-6,0,0,0,0,0,8.343e-4,0,0.17385,0,0,0,0,4.1025e-4,5.8685e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194,0.18852,0.12735,0.10323,0.058589,0.025115,0.029107,0,0,0,0,0,0,0.0019381,1.9403,0.22675,0.041258,0.0027993,0,0,0,0,8.0806e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1454,20.296,1.122,970.68,0,BWR,2.6,0,0,5.292
JPD-1|A-20|C3|KA-1040+171,0,0,0,0.018294,0,6.3974e-5,0,0,0,0,0.002394,0,8.7964e-7,0,7.2565e-6,0,0,0,0,0,0.0013156,0,0.1977,0,0,0,0,6.7261e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20708,0.21652,0.14672,0.12006,0.068188,0.029817,0.042272,0,0,0,0,0,0,0.0037101,2.4715,0.31426,0.073113,0.0053104,0,0,0,0,0.0011373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13348,19.882,1.2656,969.39,0,BWR,2.6,0,0,6.156
JPD-1|A-20|C3|KA-1040+293,0,0,0,0.016793,0,5.4741e-5,0,0,0,0,0.0023743,0,7.7282e-7,0,6.0605e-6,0,0,0,0,0,0.0012384,0,0.19228,0,0,0,0,6.2406e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19978,0.20805,0.14082,0.11564,0.065512,0.028602,0.040692,0,0,0,0,0,0,0.003438,2.4558,0.29895,0.068771,0.0046993,0,0,0,0,0.0011156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14131,19.976,1.2208,969.61,0,BWR,2.6,0,0,5.918
JPD-1|A-20|C3|KA-1040+415,0,0,0,0.012695,0,1.998e-5,0,0,0,0,0.0019867,0,5.095e-7,0,3.4247e-6,0,0,0,0,0,9.4701e-4,0,0.16445,0,0,0,0,4.7836e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17629,0.18029,0.12337,0.10038,0.057004,0.024907,0.035859,0,0,0,0,0,0,0.0025497,2.2395,0.24032,0.051126,0.0030803,0,0,0,0,9.1221e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13659,20.694,1.0972,970.13,0,BWR,2.6,0,0,5.149
JPD-1|A-20|C3|KA-1040+538,0,0,0,0.0072194,0,2.3167e-5,0,0,0,0,0.0016141,0,2.3167e-7,0,8.9541e-7,0,0,0,0,0,6.016e-4,0,0.13188,0,0,0,0,2.972e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14173,0.14246,0.098485,0.079747,0.045516,0.019731,0.025986,0,0,0,0,0,0,0.001422,1.8194,0.16137,0.028799,0.0013237,0,0,0,0,6.7377e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14561,21.778,0.93534,970.81,0,BWR,2.6,0,0,4.114
JPD-1|A-20|C3|KA-1040+660,0,0,0,0.0022425,0,5.3035e-6,0,0,0,0,0.0011265,0,4.7819e-8,0,7.7142e-8,0,0,0,0,0,2.4083e-4,0,0.085152,0,0,0,0,1.148e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095227,0.09278,0.065522,0.051944,0.029617,0.012612,0.014727,0,0,0,0,0,0,5.2369e-4,1.2609,0.077996,0.0091102,2.7308e-4,0,0,0,0,3.7086e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14593,23.183,0.69046,971.82,0,BWR,2.6,0,0,2.679
JPD-1|A-20|C3|KC-1333-171,0,0,0,0.016427,0,7.8332e-5,0,0,0,0,0.0022523,0,7.6072e-7,0,5.3919e-6,0,0,0,0,0,0.0011618,0,0.19323,0,0,0,0,5.8648e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20731,0.21722,0.14666,0.11962,0.067759,0.029478,0.03911,0,0,0,0,0,0,0.0032895,2.3533,0.30375,0.06662,0.0049758,0,0,0,0,0.0010546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14422,19.612,1.2599,969.83,0,BWR,2.6,0,0,6.118
JPD-1|A-20|C3|KC-1333-293,0,0,0,0.014189,0,3.8062e-5,0,0,0,0,0.0020633,0,6.2479e-7,0,3.6204e-6,0,0,0,0,0,0.0010301,0,0.18511,0,0,0,0,5.1626e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19727,0.20557,0.13942,0.11346,0.064387,0.027901,0.035915,0,0,0,0,0,0,0.0027384,2.2076,0.27614,0.057513,0.0039962,0,0,0,0,9.4866e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13942,20.013,1.1937,970.01,0,BWR,2.6,0,0,5.814
JPD-1|A-20|C3|KC-1333-415,0,0,0,0.010129,0,2.4722e-5,0,0,0,0,0.0017826,0,3.8849e-7,0,1.638e-6,0,0,0,0,0,7.6236e-4,0,0.16149,0,0,0,0,3.8765e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17611,0.18116,0.12382,0.099711,0.056763,0.024274,0.028274,0,0,0,0,0,0,0.0018935,1.9506,0.21759,0.039686,0.0024403,0,0,0,0,7.4763e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14543,20.545,1.0936,970.63,0,BWR,2.6,0,0,5.121
JPD-1|A-20|C3|KC-1333-538,0,0,0,0.0049765,0,1.2532e-5,0,0,0,0,0.001364,0,1.4098e-7,0,3.5537e-7,0,0,0,0,0,4.3695e-4,0,0.12307,0,0,0,0,2.164e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13718,0.13769,0.095397,0.076025,0.043207,0.018474,0.019269,0,0,0,0,0,0,9.7067e-4,1.5805,0.13913,0.019834,8.8124e-4,0,0,0,0,5.1555e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14471,21.779,0.89341,971.35,0,BWR,2.6,0,0,3.904
JPD-1|A-20|C3|KC-1333-660,0,0,0,0.0010232,0,2.5877e-6,0,0,0,0,8.0833e-4,0,1.5983e-8,0,1.9184e-8,0,0,0,0,0,1.3831e-4,0,0.070132,0,0,0,0,6.8706e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078886,0.07628,0.054099,0.042275,0.024204,0.010132,0.0098992,0,0,0,0,0,0,2.5125e-4,0.95582,0.049151,0.0040706,1.0219e-4,0,0,0,0,2.4112e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15096,23.538,0.58428,972.43,0,BWR,2.6,0,0,2.185
JPD-1|A-20|C6|KA-1094+415,0,0,0,0.016353,0,4.309e-5,0,0,0,0,0.0023642,0,7.4002e-7,0,5.1002e-6,0,0,0,0,0,0.0012033,0,0.1907,0,0,0,0,5.7156e-4,6.5009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20096,0.20933,0.14134,0.1156,0.065595,0.028312,0.039668,0,0,0,0,0,0,0.0030677,2.4098,0.29346,0.066324,0.0044962,0,0,0,0,0.0010763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13937,19.957,1.2051,969.7,0,BWR,2.6,0,0,5.928
JPD-1|A-20|C6|KC-1295-415,0,0,0,0.0093951,0,1.5335e-5,0,0,0,0,0.0017801,0,3.251e-7,0,1.3606e-6,0,0,0,0,0,7.2455e-4,0,0.16033,0,0,0,0,3.5447e-4,5.3034e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17176,0.17598,0.12032,0.097196,0.05522,0.023414,0.027769,0,0,0,0,0,0,0.0016395,1.8452,0.20111,0.035094,0.0020891,0,0,0,0,7.1776e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14644,20.776,1.0457,970.72,0,BWR,2.6,0,0,4.987
JPD-1|A-20|E2|KA-0343+415,0,0,0,0.014247,0,3.6786e-5,0,0,0,0,0.0022352,0,5.9558e-7,0,4.0622e-6,0,0,0,0,0,0.0010855,0,0.18302,0,0,0,0,5.4558e-4,6.3225e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1927,0.2,0.13565,0.11055,0.062778,0.027204,0.036854,0,0,0,0,0,0,0.0027784,2.2568,0.26435,0.057049,0.0037929,0,0,0,0,0.0010066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14041,20.192,1.1771,969.95,0,BWR,2.6,0,0,5.671
JPD-1|A-20|E2|KC-1352-415,0,0,0,0.011239,0,3.3099e-5,0,0,0,0,0.0019921,0,4.3777e-7,0,2.2607e-6,0,0,0,0,0,8.6654e-4,0,0.17587,0,0,0,0,4.3335e-4,5.9824e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18724,0.19501,0.13131,0.10623,0.060336,0.025821,0.031112,0,0,0,0,0,0,0.0021025,1.9642,0.23525,0.043033,0.0028656,0,0,0,0,8.1895e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14147,20.145,1.1621,970.6,0,BWR,2.6,0,0,5.443
JPD-1|A-20|F6|KA-0389+415,0,0,0,0.019512,0,6.7198e-5,0,0,0,0,0.0026795,0,9.4724e-7,0,8.3263e-6,0,0,0,0,0,0.0014466,0,0.21324,0,0,0,0,6.7873e-4,7.0894e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2224,0.23536,0.15749,0.12895,0.073082,0.031757,0.04155,0,0,0,0,0,0,0.0034955,2.4192,0.32748,0.076786,0.0059334,0,0,0,0,0.0012621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13926,19.326,1.3102,969.47,0,BWR,2.6,0,0,6.593
